maar,dummy,FDI
0.574304517,0,7602
1.157758718,0,7602
0.806980707,0,7602
0.754068125,0,7602
0.15327614,0,7602
0.458676058,0,7602
0.533484794,0,7602
0.459195242,0,7602
0.365687369,0,8384
0.497241281,0,8384
0.043639163,0,8384
1.110426352,0,7663
-0.039037014,0,7663
0.397190006,0,7663
0.133652497,0,7663
0.285653615,0,7663
0.216745246,0,9704
0.457722081,0,9704
0.27094538,0,9704
0.128325847,0,14033
0.131358082,0,14033
0.323941923,0,14033
0.127060799,0,14033
0.066707858,0,14033
0.362160185,0,14033
-0.014709254,0,10030
-0.043051309,0,10030
-0.086894764,0,9225
-0.054592415,0,12863
0.250634792,0,12863
-0.044207573,0,12863
0.177514112,0,12863
0.413833484,0,12863
1.44863911,0,8297
0.6437052,0,8297
0.738437328,0,8297
0.687688863,0,8297
0.8006159,0,8446
0.286004668,0,8446
0.493076644,0,8446
0.606077902,0,8446
0.50139819,0,8446
0.403317839,0,8446
0.466397261,0,9045
0.26155437,0,9045
0.140307067,0,9045
-0.021332346,0,9045
0.593043871,0,8334
-0.006423275,0,8334
0.081921257,0,8757
1.101979334,0,8757
0.195465384,0,8757
0.390575645,0,8757
0.160049178,0,12242
0.127168405,0,12242
0.183454832,0,12242
0.346886281,0,12242
0.050530897,0,12242
-0.081676087,0,12242
-0.137457905,0,12242
